,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,wine
27,0.296731656,0.427207888,-0.541111827,-0.765738886,0.684090053,-1.494434726,-1.853169456,0.501343817,0.382487864,0.394686855,-0.831551154,-0.937157484,red
28,0.528135688,0.548687651,-0.747555818,-0.807775088,1.426234708,-1.156395126,-1.393170395,0.634736154,-0.301646188,2.545139605,-0.831551154,-0.937157484,red
29,-0.088941733,2.249404346,-2.192663755,-0.744720785,0.684090053,-0.931035392,-1.428554939,0.834824659,1.564173953,0.125880262,-0.915393709,-0.937157484,red
30,0.451001011,1.854595113,-2.192663755,-0.723702684,0.741178103,-1.269074992,-1.764708099,0.568039985,1.004427911,0.394686855,-0.58002349,0.207983041,red
31,-0.397480443,2.036814759,-1.710961109,-0.63963028,0.94098628,-0.762015592,-0.597018175,0.36795148,0.817845897,0.058678613,-0.328495826,-0.937157484,red
32,-0.243211088,2.097554641,-2.192663755,-0.618612179,1.397690683,-0.480315925,-1.393170395,0.634736154,1.501979948,0.260283559,0.090716947,0.207983041,red
33,0.836674399,1.915334995,-1.366887791,-0.660648381,0.769722129,-0.874695459,-0.048557756,0.634736154,-0.301646188,0.865098394,-0.58002349,-0.937157484,red
34,-0.243211088,1.611635586,-1.366887791,1.10487211,0.484281877,0.533802875,-0.579325903,1.535134429,1.439785943,-0.075724683,-0.915393709,0.207983041,red
35,-1.554500608,-0.11945105,-0.472297163,-0.765738886,1.340602632,-0.987375326,-1.163170865,0.334603395,1.004427911,0.125880262,-1.083078818,-0.937157484,red
36,0.451001011,1.854595113,-2.192663755,0.011930854,0.855354204,-1.438094792,-1.729323555,1.301697839,1.12881592,0.125880262,-0.747708599,0.207983041,red
37,0.451001011,1.581265645,-1.229258464,-0.63963028,0.855354204,-1.550774659,-1.78240037,0.934868912,1.253203929,0.461888504,0.258402057,0.207983041,red
38,0.682405044,0.244988242,-0.265853172,-0.702684583,0.2844737,-0.987375326,-1.517016296,0.701432322,0.07151784,1.335509933,-0.663866045,1.353123566,red
39,-1.16882722,4.800479388,-1.573331782,-0.82879319,3.31014037,-1.325414926,-1.711631284,-0.232314037,1.750755967,-0.344531277,-0.58002349,-2.082298008,red
40,0.065327623,0.670167415,0.284664137,0.096003258,0.512825902,-1.043715259,-0.508556817,1.034913165,0.693457887,2.007526417,0.006874393,-0.937157484,red
41,0.065327623,0.670167415,0.284664137,0.096003258,0.512825902,-1.043715259,-0.508556817,1.034913165,0.693457887,2.007526417,0.006874393,-0.937157484,red
42,1.222347787,1.642005526,-0.128223845,-0.555557875,0.912442254,-0.762015592,-1.233939951,0.968216996,0.258099854,-0.142926332,-0.999236263,-2.082298008,red
43,0.219596978,0.913126943,-0.816370481,-0.597594078,7.8771844,-1.269074992,-1.800092642,0.701432322,-0.052870169,2.477937956,0.006874393,0.207983041,red
44,0.682405044,1.945704936,-0.678741154,-0.681666482,0.370105776,-1.212735059,-1.640862198,0.701432322,0.506875873,4.493987408,-0.160810717,-0.937157484,red
45,-0.320345766,2.006444818,-2.055034428,-0.765738886,-0.172230703,-1.438094792,-1.853169456,0.501343817,1.626367957,-0.075724683,-0.831551154,-0.937157484,red
46,-2.017308674,1.095346589,-1.1604438,-0.702684583,-0.058054602,-1.269074992,-0.897786791,-0.432402543,4.238516154,0.19308191,2.186780814,-2.082298008,red
47,0.373866333,3.61605169,0.766366783,-0.681666482,1.654586909,-0.480315925,-0.030865484,0.768128491,0.19590585,1.335509933,-1.083078818,-0.937157484,red
48,1.14521311,-0.301670696,1.385698756,-0.807775088,1.626042884,-1.043715259,-1.393170395,0.734780407,0.19590585,0.327485207,-0.831551154,-0.937157484,red
49,-0.628884476,0.366468006,-0.60992649,-0.807775088,0.2844737,-1.438094792,-1.835477185,0.36795148,0.755651892,0.19308191,-1.083078818,-0.937157484,red
50,-1.245961897,-0.180190932,0.353478801,-0.849811291,0.512825902,-1.043715259,-0.349326373,0.234559143,0.631263882,0.327485207,-1.083078818,-0.937157484,red
51,1.222347787,1.945704936,-0.403482499,-0.786756987,0.512825902,-1.494434726,-1.640862198,0.801476575,-0.426034197,1.402711582,-1.083078818,-0.937157484,red
52,-0.474615121,1.095346589,-1.9174051,-0.681666482,0.370105776,-1.269074992,-1.78240037,0.301255311,1.12881592,0.663493449,-0.915393709,0.207983041,red
53,-0.474615121,0.973866825,-1.9174051,-0.702684583,0.341561751,-1.381754859,-1.800092642,0.267907227,1.066621915,0.730695098,-0.915393709,0.207983041,red
54,1.068078432,0.244988242,0.284664137,-0.513521673,0.712634078,-0.029596459,0.057595873,0.768128491,-0.115064174,0.19308191,-0.915393709,-0.937157484,red
55,0.296731656,1.034606707,-1.1604438,-0.555557875,1.540410809,0.139423341,-0.756248619,0.267907227,-0.301646188,0.663493449,-0.244653271,0.207983041,red
56,0.373866333,1.702745408,-1.9174051,-0.345376865,0.798266154,-0.311296125,-1.251632223,1.034913165,0.755651892,-0.008523035,-0.831551154,-0.937157484,red
57,2.302233274,0.487947769,1.729772075,-0.429449269,0.398649801,-1.494434726,-1.870861728,0.801476575,-1.110168249,0.663493449,-0.747708599,-0.937157484,red
58,0.219596978,1.76348529,-1.366887791,-0.072141551,1.568954834,1.097202208,-0.101634571,1.201653586,0.258099854,1.604316527,-0.915393709,-0.937157484,red
59,0.451001011,1.520525763,-0.953999809,-0.660648381,0.569913952,-0.762015592,-1.092401779,0.934868912,1.315397934,0.394686855,-0.412338381,-0.937157484,red
60,0.065327623,0.305728124,-0.059409181,-0.63963028,0.512825902,-1.212735059,-1.233939951,0.501343817,1.191009925,0.058678613,-0.915393709,0.207983041,red
61,1.222347787,0.366468006,0.559922792,-0.681666482,0.655546028,-0.649335726,-1.127786322,1.101609333,1.377591939,0.730695098,-1.083078818,-0.937157484,red
62,0.373866333,2.127924582,1.179254765,-0.765738886,1.683130935,-0.592995792,-0.066250028,0.701432322,-0.052870169,1.201106636,-0.999236263,-0.937157484,red
63,0.219596978,1.095346589,-1.091629136,-0.744720785,0.826810179,-1.043715259,-1.428554939,0.701432322,1.004427911,0.596291801,-0.831551154,1.353123566,red
64,-0.16607641,2.401254051,-1.848590437,-0.723702684,0.712634078,-0.987375326,-1.092401779,0.634736154,1.066621915,0.260283559,-0.58002349,-0.937157484,red
65,-0.011807055,2.340514169,-1.848590437,-0.166723005,0.855354204,-1.494434726,-1.853169456,0.501343817,1.191009925,-0.949346113,0.342244611,-0.937157484,red
66,-0.011807055,2.340514169,-1.848590437,-0.166723005,0.855354204,-1.494434726,-1.853169456,0.501343817,1.191009925,-0.949346113,0.342244611,-0.937157484,red
67,0.219596978,1.095346589,-1.435702455,-0.82879319,0.655546028,-1.100055192,-1.357785852,0.701432322,1.253203929,0.327485207,-0.747708599,-0.937157484,red
68,-0.474615121,2.219034405,-1.710961109,-0.807775088,0.569913952,-1.381754859,-1.78240037,0.501343817,1.377591939,0.327485207,0.174559502,-0.937157484,red
69,1.608021176,-0.11945105,1.729772075,-0.723702684,0.512825902,-0.198616259,-0.897786791,0.734780407,0.382487864,1.738719824,0.174559502,-0.937157484,red
70,0.605270366,2.219034405,-1.848590437,-0.744720785,0.512825902,-1.269074992,-1.711631284,0.501343817,0.755651892,2.813946198,0.006874393,0.207983041,red
71,0.373866333,1.76348529,-1.642146446,-0.744720785,0.569913952,-0.874695459,-1.570093111,0.668084238,0.631263882,0.058678613,-0.831551154,0.207983041,red
72,0.373866333,2.006444818,-0.60992649,-0.702684583,0.912442254,-0.762015592,-0.349326373,0.501343817,0.631263882,-0.344531277,-0.831551154,-0.937157484,red
73,0.373866333,2.127924582,-0.678741154,-0.744720785,0.798266154,-0.705675659,-0.384710916,0.467995733,0.569069878,-0.344531277,-0.831551154,-0.937157484,red
74,0.836674399,2.036814759,-0.403482499,-0.702684583,0.798266154,-1.100055192,-1.287016766,0.968216996,0.569069878,-0.008523035,-1.083078818,-2.082298008,red
75,1.916559886,-0.11945105,1.523328084,-0.618612179,1.083706406,-0.142276325,-0.579325903,1.235001671,0.382487864,1.940324769,-0.747708599,-0.937157484,red
76,1.222347787,0.427207888,2.211474721,-0.681666482,1.05516238,-1.212735059,-1.304709038,1.301697839,1.999531985,0.865098394,0.006874393,-0.937157484,red
77,1.222347787,0.427207888,2.211474721,-0.681666482,1.05516238,-1.212735059,-1.304709038,1.301697839,1.999531985,0.865098394,0.006874393,-0.937157484,red
78,-0.320345766,2.704953461,-2.192663755,-0.63963028,1.369146657,-0.931035392,-1.517016296,0.634736154,1.875143976,0.125880262,0.174559502,0.207983041,red
79,-0.397480443,2.492363874,-1.366887791,-0.723702684,0.855354204,-1.043715259,-0.632402718,0.36795148,1.004427911,-0.075724683,-0.328495826,-0.937157484,red
80,0.836674399,1.733115349,-0.816370481,-0.82879319,0.684090053,-0.198616259,0.057595873,0.834824659,-0.363840192,3.956374221,-1.166921373,-2.082298008,red
81,-0.783153832,0.670167415,-0.816370481,-0.807775088,0.370105776,-1.550774659,-1.78240037,0.36795148,1.191009925,0.19308191,-1.083078818,-0.937157484,red
82,0.451001011,0.548687651,2.624362703,-0.744720785,11.64499573,-0.480315925,-0.862402248,0.901520828,-0.550422206,5.031600596,-0.915393709,-0.937157484,red
83,0.1424623,0.973866825,1.041625438,-0.723702684,0.855354204,-0.536655859,-0.756248619,0.768128491,0.880039901,0.260283559,-1.166921373,-0.937157484,red
84,0.065327623,2.006444818,-0.403482499,-0.765738886,9.846722138,-0.818355526,-1.145478593,0.734780407,-0.363840192,4.090777518,-0.915393709,-0.937157484,red
85,-0.706019154,-0.240930814,1.110440102,-0.765738886,0.370105776,-0.705675659,-0.968555878,0.401299564,1.377591939,1.671518175,-0.160810717,0.207983041,red
86,-0.243211088,1.277566235,-1.1604438,-0.681666482,0.569913952,-0.649335726,-1.340093581,0.467995733,1.191009925,0.394686855,-0.328495826,-0.937157484,red
87,1.068078432,0.913126943,-0.265853172,-0.744720785,1.540410809,-0.592995792,0.35836449,0.834824659,-1.7943023,9.534111039,-0.496180935,0.207983041,red
88,0.373866333,0.913126943,-0.403482499,-0.744720785,0.1702976,-1.212735059,-1.499324025,0.634736154,1.066621915,0.730695098,-0.747708599,-0.937157484,red
89,1.608021176,0.305728124,0.835181447,-0.702684583,1.454778733,0.195763275,0.163749503,1.034913165,-0.488228202,4.628390705,-0.831551154,-0.937157484,red
90,-0.16607641,1.702745408,-1.642146446,-0.765738886,0.569913952,-1.269074992,-1.623169926,1.034913165,1.626367957,-0.008523035,-1.250763927,-0.937157484,red
91,0.528135688,1.095346589,-0.403482499,-0.744720785,0.655546028,0.646482741,0.429133576,0.568039985,0.07151784,0.058678613,-0.831551154,-0.937157484,red
92,1.068078432,0.913126943,-0.265853172,-0.744720785,1.540410809,-0.592995792,0.35836449,0.834824659,-1.7943023,9.534111039,-0.496180935,0.207983041,red
93,1.068078432,0.913126943,-0.197038508,-0.723702684,1.540410809,-0.649335726,0.305287675,0.834824659,-1.7943023,9.735715984,-0.58002349,-0.937157484,red
94,0.373866333,0.913126943,-0.403482499,-0.744720785,0.1702976,-1.212735059,-1.499324025,0.634736154,1.066621915,0.730695098,-0.747708599,-0.937157484,red
95,-1.708769963,4.132340686,-1.9174051,-0.849811291,-0.314950829,0.590142808,-0.54394136,-0.299010205,3.305606084,-0.344531277,0.006874393,-2.082298008,red
96,-1.940173996,1.581265645,-1.022814473,-0.660648381,0.056121499,-0.762015592,-0.172403657,-0.499098711,3.92754613,0.461888504,2.019095704,0.207983041,red
97,-0.320345766,2.644213579,-2.192663755,-0.513521673,1.312058607,-1.269074992,-1.640862198,0.60138807,1.439785943,0.19308191,0.174559502,-0.937157484,red
98,-0.16607641,0.973866825,-0.472297163,-0.723702684,0.398649801,-1.550774659,-1.658554469,0.534691901,0.19590585,0.663493449,-1.083078818,-0.937157484,red
99,0.296731656,3.403462103,-1.779775773,-0.618612179,0.655546028,-1.438094792,-1.870861728,0.668084238,1.066621915,0.19308191,-0.58002349,-0.937157484,red
100,0.682405044,1.247196294,-0.953999809,-0.744720785,0.684090053,-0.987375326,-1.428554939,0.834824659,0.506875873,0.394686855,-1.250763927,0.207983041,red
101,0.836674399,1.642005526,-0.128223845,-0.702684583,0.798266154,-1.100055192,-1.163170865,0.834824659,1.12881592,0.529090152,-0.244653271,0.207983041,red
102,0.451001011,0.973866825,-0.128223845,-0.744720785,0.541369927,-1.269074992,-1.658554469,0.401299564,0.569069878,0.19308191,-0.076968162,0.207983041,red
103,0.682405044,1.247196294,-0.953999809,-0.744720785,0.684090053,-0.987375326,-1.428554939,0.834824659,0.506875873,0.394686855,-1.250763927,0.207983041,red
104,0.682405044,1.42941594,-0.678741154,-0.702684583,0.598457977,-1.043715259,-0.897786791,0.668084238,0.444681868,-0.142926332,-1.083078818,-0.937157484,red
105,-0.011807055,0.913126943,-0.541111827,-0.681666482,0.398649801,-1.438094792,-1.410862667,0.434647648,0.693457887,-0.344531277,-0.915393709,-0.937157484,red
106,0.682405044,1.42941594,-0.678741154,-0.702684583,0.598457977,-1.043715259,-0.897786791,0.668084238,0.444681868,-0.142926332,-1.083078818,-0.937157484,red
107,0.451001011,0.427207888,2.486733375,-0.786756987,11.7306278,-0.705675659,-0.827017705,0.868172744,-0.86139223,5.233205541,-0.999236263,-0.937157484,red
108,-0.783153832,1.76348529,-0.059409181,-0.786756987,0.912442254,-0.874695459,-0.915479063,0.734780407,1.501979948,1.738719824,-0.999236263,-0.937157484,red
109,0.605270366,-0.058711168,1.45451342,-0.618612179,0.99807433,-0.705675659,-0.632402718,0.968216996,0.942233906,1.805921472,-0.747708599,0.207983041,red
110,0.682405044,2.704953461,1.385698756,-0.723702684,1.882939111,0.364783075,0.659133107,0.734780407,-0.052870169,1.06670334,-0.999236263,-0.937157484,red
111,0.451001011,1.338306117,-0.885185145,-0.765738886,1.369146657,-1.043715259,-1.21624768,0.568039985,-0.177258178,2.679542901,-0.831551154,-0.937157484,red
112,0.913809077,1.702745408,-1.573331782,-0.681666482,0.798266154,-1.100055192,-0.137019114,0.568039985,-0.426034197,0.865098394,-0.58002349,-0.937157484,red
113,0.913809077,1.581265645,-1.504517118,-0.681666482,0.826810179,-0.931035392,-0.083942299,0.568039985,-0.426034197,0.865098394,-0.58002349,-0.937157484,red
114,2.225098597,-0.180190932,0.835181447,-0.660648381,0.684090053,-0.480315925,-1.233939951,1.368394008,0.631263882,0.932300043,-0.663866045,0.207983041,red
115,0.451001011,1.338306117,-0.885185145,-0.765738886,1.369146657,-1.043715259,-1.21624768,0.568039985,-0.177258178,2.679542901,-0.831551154,-0.937157484,red
116,1.685155853,0.366468006,-0.059409181,-0.681666482,0.969530305,-0.987375326,-0.950863606,0.634736154,-0.923586234,0.663493449,0.006874393,0.207983041,red
117,0.836674399,1.216826353,-0.265853172,-0.744720785,0.598457977,-1.100055192,-1.340093581,1.034913165,1.066621915,0.529090152,-0.412338381,0.207983041,red
118,0.451001011,1.338306117,-1.366887791,-0.723702684,0.741178103,-1.325414926,-1.55240084,0.768128491,0.942233906,-0.21012798,-0.915393709,0.207983041,red
119,1.222347787,1.277566235,-1.9174051,-0.681666482,1.797307035,-0.931035392,-1.057017236,0.501343817,-0.052870169,0.461888504,0.342244611,0.207983041,red
120,-0.16607641,2.127924582,-1.642146446,-0.765738886,1.169338481,-0.480315925,-0.473172274,0.401299564,0.755651892,0.058678613,-1.083078818,0.207983041,red
121,0.065327623,4.436040096,-1.573331782,-0.786756987,3.481404521,-1.156395126,-0.473172274,0.501343817,0.506875873,0.260283559,-1.250763927,-0.937157484,red
122,1.222347787,1.277566235,-1.9174051,-0.681666482,1.797307035,-0.931035392,-1.057017236,0.501343817,-0.052870169,0.461888504,0.342244611,0.207983041,red
123,0.065327623,2.158294523,-2.192663755,-0.618612179,0.541369927,-1.550774659,-1.817784913,1.101609333,1.688561962,-0.075724683,-1.083078818,-0.937157484,red
124,0.605270366,2.249404346,-2.192663755,-0.597594078,0.684090053,-1.100055192,-1.44624721,0.968216996,1.377591939,-0.008523035,-0.831551154,-0.937157484,red
125,0.451001011,0.973866825,-1.022814473,-0.807775088,0.741178103,-0.536655859,-0.243172743,0.434647648,1.066621915,-0.344531277,-0.831551154,-0.937157484,red
126,1.376617143,1.702745408,-1.9174051,-0.744720785,2.567995715,-0.198616259,-0.455480002,1.235001671,-0.363840192,1.133904988,-0.915393709,-0.937157484,red
127,0.759539721,6.015277027,-2.192663755,-0.786756987,0.712634078,-1.550774659,-1.835477185,0.568039985,1.937337981,-0.277329629,0.342244611,-0.937157484,red
128,0.682405044,6.015277027,-2.192663755,-0.765738886,0.741178103,-1.550774659,-1.835477185,0.568039985,1.999531985,-0.344531277,0.342244611,-0.937157484,red
129,0.605270366,1.520525763,-1.091629136,-0.765738886,0.255929675,-1.550774659,-1.764708099,0.501343817,1.253203929,2.612341253,0.006874393,1.353123566,red
130,-0.860288509,0.244988242,-1.1604438,-0.765738886,0.455737851,-1.381754859,-1.711631284,0.267907227,1.253203929,0.260283559,-0.915393709,-0.937157484,red
131,0.605270366,2.461993933,1.660957411,-0.723702684,1.76876301,-0.029596459,0.322979947,0.701432322,0.133711845,0.865098394,-0.915393709,-0.937157484,red
132,-1.245961897,0.973866825,-1.573331782,-0.660648381,-0.200774728,-0.762015592,-0.296249558,-0.33235829,2.559278028,0.663493449,2.102938259,-0.937157484,red
133,-1.245961897,0.973866825,-1.573331782,-0.660648381,-0.200774728,-0.762015592,-0.296249558,-0.33235829,2.559278028,0.663493449,2.102938259,-0.937157484,red
134,-0.474615121,0.973866825,-2.123849091,-0.82879319,0.113209549,-0.762015592,-1.587785383,0.167862974,1.12881592,0.327485207,-0.58002349,0.207983041,red
135,0.528135688,4.25382045,-1.848590437,-0.681666482,0.798266154,-0.987375326,-1.534708568,0.401299564,0.009323836,0.125880262,-0.496180935,0.207983041,red
136,0.913809077,2.461993933,-1.435702455,-0.744720785,0.969530305,-0.818355526,-0.933171335,0.60138807,-0.177258178,1.940324769,-0.747708599,-0.937157484,red
137,0.836674399,2.279774287,-1.1604438,-0.765738886,0.94098628,-1.156395126,-1.127786322,0.701432322,0.07151784,1.604316527,-0.831551154,-0.937157484,red
138,-0.011807055,0.457577829,0.284664137,-0.723702684,0.712634078,-0.987375326,-1.251632223,0.834824659,1.626367957,0.730695098,-1.083078818,-0.937157484,red
139,0.451001011,1.338306117,-0.885185145,-0.702684583,0.712634078,-0.874695459,-0.190095929,0.501343817,0.693457887,0.058678613,-0.831551154,-0.937157484,red
140,0.451001011,1.338306117,-0.885185145,-0.723702684,0.712634078,-0.762015592,-0.137019114,0.501343817,0.631263882,0.058678613,-0.831551154,-0.937157484,red
141,0.913809077,2.461993933,-1.435702455,-0.744720785,0.969530305,-0.818355526,-0.933171335,0.60138807,-0.177258178,1.940324769,-0.747708599,-0.937157484,red
142,0.836674399,2.279774287,-1.1604438,-0.765738886,0.94098628,-1.156395126,-1.127786322,0.701432322,0.07151784,1.604316527,-0.831551154,-0.937157484,red
143,-1.554500608,0.002028714,-2.192663755,-0.765738886,-0.172230703,-0.198616259,-0.933171335,-1.032668059,2.870248051,1.738719824,2.941363806,0.207983041,red
144,-0.706019154,0.305728124,-1.642146446,-0.786756987,0.2844737,-1.550774659,-1.693939012,0.234559143,0.755651892,0.327485207,-0.915393709,-0.937157484,red
145,-1.554500608,0.002028714,-2.192663755,-0.765738886,-0.172230703,-0.198616259,-0.933171335,-1.032668059,2.870248051,1.738719824,2.941363806,0.207983041,red
146,0.682405044,2.006444818,1.592142747,-0.765738886,1.740218985,0.083083408,0.446825848,0.701432322,-0.301646188,0.596291801,-0.915393709,-0.937157484,red
147,-1.091692542,2.0671847,-2.055034428,-0.765738886,0.883898229,-0.536655859,-0.384710916,-0.0989217,1.999531985,-0.075724683,-0.412338381,-0.937157484,red
148,0.296731656,0.913126943,-0.403482499,-0.807775088,5.136957982,-1.156395126,-0.490864545,0.701432322,-0.674810216,1.805921472,-0.999236263,-0.937157484,red
149,-0.243211088,0.913126943,-1.504517118,-0.660648381,0.512825902,-1.043715259,-1.517016296,0.401299564,1.253203929,0.327485207,-0.244653271,0.207983041,red
150,0.759539721,0.366468006,0.835181447,-0.555557875,0.94098628,-1.100055192,-1.287016766,0.934868912,1.937337981,0.529090152,0.006874393,0.207983041,red
151,0.065327623,-0.058711168,1.041625438,-0.702684583,0.598457977,-1.438094792,-1.853169456,0.36795148,0.693457887,-0.008523035,-0.160810717,0.207983041,red
152,1.530886498,1.095346589,4.688802613,-0.429449269,15.8124234,0.083083408,-0.827017705,1.635178682,-2.975988389,9.870119281,-0.915393709,-2.082298008,red
153,0.219596978,1.581265645,-1.986219764,-0.765738886,1.112250431,-0.311296125,-0.296249558,0.101166806,0.817845897,0.058678613,-0.328495826,-0.937157484,red
154,0.219596978,1.581265645,-1.986219764,-0.765738886,1.112250431,-0.311296125,-0.296249558,0.101166806,0.817845897,0.058678613,-0.328495826,-0.937157484,red
155,-0.088941733,0.548687651,0.69755212,0.011930854,0.398649801,-0.085936392,0.234518589,0.868172744,1.253203929,1.268308285,0.006874393,-0.937157484,red
156,-0.088941733,0.548687651,0.69755212,0.011930854,0.427193826,-0.142276325,0.216826318,0.868172744,1.253203929,1.201106636,0.006874393,-0.937157484,red
157,-0.088941733,0.548687651,0.69755212,0.011930854,0.398649801,-0.085936392,0.234518589,0.868172744,1.253203929,1.268308285,0.006874393,-0.937157484,red
158,-0.088941733,0.548687651,0.69755212,0.011930854,0.427193826,-0.142276325,0.216826318,0.868172744,1.253203929,1.201106636,0.006874393,-0.937157484,red
159,-0.088941733,2.0671847,-2.192663755,-0.681666482,0.484281877,-1.043715259,-1.658554469,0.734780407,1.626367957,-0.21012798,-0.999236263,-0.937157484,red
160,-0.320345766,1.581265645,-0.953999809,-0.744720785,0.655546028,-0.705675659,-0.526249088,0.701432322,2.310502009,0.260283559,-0.999236263,0.207983041,red
161,0.296731656,3.707161513,-1.986219764,-0.723702684,0.969530305,-1.325414926,-1.693939012,0.401299564,-0.115064174,0.19308191,-0.747708599,-0.937157484,red
162,0.296731656,2.0671847,-2.055034428,-0.870829392,0.455737851,-1.212735059,-1.693939012,0.60138807,-0.301646188,3.687567628,-1.083078818,-2.082298008,red
163,0.451001011,1.156086471,-1.9174051,-0.786756987,0.569913952,-0.762015592,-1.499324025,0.568039985,0.693457887,0.19308191,-0.412338381,0.207983041,red
164,0.1424623,1.581265645,-0.403482499,0.390256673,0.398649801,0.308443141,0.092980417,1.168305502,0.942233906,-0.277329629,-0.915393709,-0.937157484,red
165,0.065327623,1.520525763,-0.403482499,0.369238572,0.398649801,0.252103208,0.092980417,1.134957418,0.942233906,-0.277329629,-0.915393709,-0.937157484,red
166,0.451001011,1.76348529,1.110440102,-0.786756987,1.254970557,-0.931035392,-0.349326373,0.467995733,-0.177258178,0.596291801,-0.831551154,-0.937157484,red
167,-0.320345766,1.824225172,-1.504517118,-0.702684583,0.826810179,-0.705675659,-0.260865015,0.301255311,0.755651892,-0.075724683,-0.244653271,-0.937157484,red
168,0.065327623,1.277566235,-1.986219764,-0.807775088,0.455737851,-0.762015592,-1.304709038,0.301255311,0.942233906,-0.344531277,-1.250763927,-2.082298008,red
